
        ,   ,  Area,     ,   ,Height,    ,  ,Kurtosis, ,   , polygon vertices, , , nn Distance, ,, sqrt  Area
Sample  ,  A,  mean,  std,  A,  mean,  std,  A,  mean,  std,  A,  mean,  std,  A,  mean,  std,  A,  mean,  std
L211 BA-MD, 63.472103, 62.232667, 13.099762,73.170162, 3.664890, 0.424038,83.570583, 0.056114, 0.009550,48.995551, 6.015658, 0.967429,60.936446, 7.916527, 0.827452,78.223382, 6.510986, 1.053035,
